Information,email_summary
"Hi   user,

Thank you so much for reaching out and taking the time to send us feedback! It is very much appreciated!

I'm afraid, it is not possible to send yourself a copy of your backup via email. If you choose to use the   Backup feature, your backup will be stored in our   Cloud and can only be restored via the   app again. The ""Facebook"", ""Google"" and ""Email"" buttons are simply the login methods you can choose to access your   Backup account. For example, if you set up your   Backup account using the email login option, you can log int your backup account using your chosen email address and password. 

I hope this information is helpful to you. If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you so much for reaching out and taking the time to send us feedback! I'm afraid, it is not possible to send yourself a copy of your backup via email. I hope this information is helpful to you."
"Hi again,

Thank you so much for your suggestions! 

I'm happy to inform you that it is already possible to share selected cards in   via text message, email or various other messaging or social media apps. All cards that can be shared now have a ""Share Card"" button below the barcode (iOS) or you can click on the three dots in the upper right corner of your card screen in order to open the menu bar and then choose ""Share"" (Android). 

By sharing a card, you will send a link that enables your friends or family to add your card to their own   app. Please keep in mind though that the link you send expires after a short amount of time due to data privacy issues and has to be send again if it is not opened in time. 

Moreover, we are constantly trying to improve our app though and a synchronization feature is something we have already been working on for quite some time. I hope that we can include it to   soon. In the meantime, I sincerely apologize for the inconvenience this missing feature causes. 

Once again, thank you for taking the time to contact us. If you have any further questions, suggestions for improvements or general feedback, we'd be happy to hear from you again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","I'm happy to inform you that it is already possible to share selected cards in   via text message, email or various other messaging or social media apps. By sharing a card, you will send a link that enables your friends or family to add your card to their own   app. Moreover, we are constantly trying to improve our app though and a synchronization feature is something we have already been working on for quite some time. Once again, thank you for taking the time to contact us."
"Hi again,

Thank you so much for your suggestions! 

I'm happy to inform you that it is already possible to share selected cards in   via text message, email or various other messaging or social media apps. All cards that can be shared now have a ""Share Card"" button below the barcode (iOS) or you can click on the three dots in the upper right corner of your card screen in order to open the menu bar and then choose ""Share"" (Android). 

By sharing a card, you will send a link that enables your friends or family to add your card to their own   app. Please keep in mind though that the link you send expires after a short amount of time due to data privacy issues and has to be send again if it is not opened in time. 

Moreover, we are constantly trying to improve our app though and a synchronization feature is something we have already been working on for quite some time. I hope that we can include it to   soon. In the meantime, I sincerely apologize for the inconvenience this missing feature causes. 

Once again, thank you for taking the time to contact us. If you have any further questions, suggestions for improvements or general feedback, we'd be happy to hear from you again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","I'm happy to inform you that it is already possible to share selected cards in   via text message, email or various other messaging or social media apps. By sharing a card, you will send a link that enables your friends or family to add your card to their own   app. Moreover, we are constantly trying to improve our app though and a synchronization feature is something we have already been working on for quite some time. Once again, thank you for taking the time to contact us."
"Hi Plonie,

Hartelijk dank dat u ons gecontacteerd heeft en de tijd neemt ons te vertellen over dit probleem! 

U kunt de pushmeldingen voor nieuwe aanbiedingen in   uitschakelen door naar de systeeminstellingen van uw iPhone te gaan, te kiezen voor 'Meldingen' -> ' ' en dan de pushmeldingen voor de  -app uit te schakelen.

Houd er rekening mee dat u de 'Aanbiedingen'-sectie niet kunt verwijderen of aanpassen in  , aangezien deze sectie ervoor zorgt dat   gratis is en blijft voor onze gebruikers. 

Ik hoop dat deze informatie behulpzaam is voor u. Indien u verder nog vragen, suggesties ter verbetering of algemene feedback heeft, contacteer mij dan gerust opnieuw.

Met vriendelijke groet, 


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you for contacting us and taking the time to tell us about this problem! You can disable push notifications for new offers by going to your iPhone's system settings, choosing 'Notifications' -> '' and then turning off the push notifications for the app. I hope this information is helpful to you."
"Hi   user,

Thank you so much for reaching out and taking the time to send us feedback! It is very much appreciated! Please excuse the delayed response. 

I'm afraid, it is currently not possible to shrink your barcode in  . We create all barcodes in   in a size that can easily be scanned from a short distance. 

Unfortunately, these scanning issues mostly occur due to older scanning technologies still used by some stores. Some devices (e.g. laser scanners or flatbed scanners) have difficulties reading smartphone displays. Sometimes it can help to move the phone back and forth a little in front of the scanner. We hope to be able to solve this problem soon though as most stores will hopefully replace these scanning devices with newer image-based scanners in the course of their next cash system update. Until then, you can always ask the store staff to type in the card number manually in these cases so that you don't miss out on any rewards points or discounts. 

In the meantime, I sincerely apologize for the inconvenience this causes.  

Once again, thank you for taking the time to contact us about this issue. If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact us again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Please excuse the delayed response. We create all barcodes in   in a size that can easily be scanned from a short distance. laser scanners or flatbed scanners) have difficulties reading smartphone displays. Once again, thank you for taking the time to contact us about this issue."
"Hallo Andrea,

Es freut mich zu hören, dass alles geklappt hat und Du   nun wieder in vollem Umfang auf Deinem neuen Handy nutzen kannst. 

Solltest Du weitere Probleme mit   haben, zögere bitte nicht, uns erneut zu kontaktieren. 

Beste Grüße, 


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","I'm glad to hear that everything worked out and that you can now use it in full on your new mobile phone. If you have any further problems with us, please do not hesitate to contact us again."
"Hi Rui,

Thank you so much for reaching out and taking the time to contact us about this issue! Please excuse the delayed response. 

I'm very sorry to hear that. Could you please tell me how you logged into the   Cloud (via Facebook, Google or mail address) so we can check your backup account for cards?

Mail address: Please tell us which mail address you used to log in and ideally send your reply from that mail address. 
Google: When you used your Gmail address via Google+, it makes it easier to find your account when we have your Google ID. To find it, please log into your Google account and go to your Google+ profile. After that, the link in your browser should switch to https://plus.google.com/ followed by a 21 digit number. Please send us this number.
Facebook: If you logged in with Facebook, it makes it easier to find your account when we have your Facebook ID. To find it, please follow the steps below:

1. Please open your Facebook ""Settings"" on your computer by clicking on the little arrow symbol in the top right corner of your Facebook starting page and selecting ""Settings"".
2. Now, please select ""Apps"" in the left column.
3. Select "" "" and scroll down to ""Get Help from App Developers"". 
4. Your user ID is displayed in the paragraph below.

Many thanks and best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","I'm very sorry to hear that. Could you please tell me how you logged into the   Cloud (via Facebook, Google or mail address) so we can check your backup account for cards? To find it, please log into your Google account and go to your Google+ profile. 2. 4."
"Hi Dini,

Hartstikke bedankt voor je bericht. Wij waarderen heel erg dat je de tijd hebt genomen om ons feedback te geven en we zijn blij dat onze app bij je in de smaak valt. Jij kunt ons steunen door je vrienden op de hoogte te brengen van onze app of door een rating in de app store te geven. Dit zouden wij erg op prijs stellen. 

Een prettige dag verder, 


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim",Thank you very much for your message. We really appreciate that you have taken the time to give us feedback and we are happy that our app appeals to you. We would really appreciate this.
"Bonjour Lina,

Merci pour votre message! Malheureusement, mon français n'est pas si bon. J'espère que ça ne vous dérange pas, mais je vais devoir poursuivre en anglais :

Thank you so much for reaching out and taking the time to send us feedback! It is very much appreciated! Please excuse the delayed response. 

Usually, we try to upload all offers in   the day they start and automatically delete them once they are expired. If this was not the case for you we sincerely apologize for the inconvenience. 

If you have any further questions or feedback, please don't hesitate to contact me again. 

Cordialement, 


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Malheureusement, mon français n'est pas si bon. J'espère que ça ne vous dérange pas, mais je vais devoir poursuivre en anglais :

Thank you so much for reaching out and taking the time to send us feedback! Usually, we try to upload all offers in   the day they start and automatically delete them once they are expired."
"Hi Ria, 

Thank you so much for reaching out and taking the time to contact us about this issue! Please excuse the delayed response. 

Unfortunately, these scanning issues mostly occur due to older scanning technologies still used by some stores. Some devices (e.g. laser scanners or flatbed scanners) have difficulties reading smartphone displays. Beep'n'Go was able to avoid this problem by using the so-called Samsung Beaming Service. This technology transfers the barcode from your phone's screen directly into the scanner, thus making it possible to use digital barcodes also with older scanning devices. Since we are aware that Beep'n'Go went out of business last year, we have already reached out to Samsung in order to make their beaming service available in   instead. Unfortunately, Samsung currently restricts the usage of their technology. Therefore, I'm afraid, we cannot offer your barcode beaming in   at the moment. 

Nevertheless, we hope to be able to solve this problem soon as most stores will hopefully replace these scanning devices with newer image-based scanners in the course of their next cash system update. Until then, you can always ask the store staff to type in the card number manually in these cases so that you don't miss out on any rewards points or discounts. In the meantime, I sincerely apologize for the inconvenience this causes.  

If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again.

Best regards, 


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Since we are aware that Beep'n'Go went out of business last year, we have already reached out to Samsung in order to make their beaming service available in   instead. Please excuse the delayed response. Unfortunately, Samsung currently restricts the usage of their technology. Nevertheless, we hope to be able to solve this problem soon as most stores will hopefully replace these scanning devices with newer image-based scanners in the course of their next cash system update."
"Hi Micky,

Thank you so much for reaching out and taking the time to contact us about this issue! I'm happy to help you with this! 

If you can still access   via Touch ID you can simply open your settings in  , go to ""Additional Settings"" and disable the ""Lock with Touch ID"" feature. If you then enable it again you will be asked to choose a new pin code as a backup option for cases when Touch ID doesn't work properly.

I hope I was able to help you with your problem. If you have any further questions or feedback, please don't hesitate to contact me again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you so much for reaching out and taking the time to contact us about this issue! If you can still access   via Touch ID you can simply open your settings in  , go to   and disable the   feature. I hope I was able to help you with your problem."
"Hi Micky,

Thank you for keeping me updated on this issue. I'm happy to hear that the issue got resolved after all and you can now use   in its full functionality again. 

In case you experience any further problems with your   app, please don't hesitate to contact me again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim",I'm happy to hear that the issue got resolved after all and you can now use   in its full functionality again. Thank you for keeping me updated on this issue.
"Hi Melvin,

Thank you so much for reaching out and taking the time to contact us about this issue!

I'm afraid, it is not possible to delete or modify flyers or catalogues from the ""Offers"" section in   since this section ensures that   is and will always continue to be free of charge for our users. We sincerely apologize for the inconvenience this may cause for you. Free apps oftentimes have to show advertizements in their applications. We have decided to go with our ""Offers"" section instead since it can even add value to your shopping experience if your have the latest offers and discount always at your fingertips. 

However, I can assure you that these catalogues won't get downloaded onto your phone but are saved in the app's internal memory. Moreover, once an offer has expired it will automatically deleted. Furthermore, you have the possibility to disable all offer notifications from   so that you won't get bothered by this section any longer. Depending on the operating system you are using you can do the following:

- iPhone:
You can turn off the push notifications for new offers in   by going to your iPhone's system settings, choosing ""Notifications"" -> "" "" and then disabling the push notifications for the   app.

- Android:
You can turn off the push notifications for new offers in   by going to the settings in the   app, choosing ""More"" and then disabling offer notifications or also by going to the general settings on your phone, choosing the ""Application Manager"" -> "" "" and then disabling the notifications for the   app there.

I hope I was able to help you. If you have any further questions, suggestions or feedback, please don't hesitate to contact me again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","I'm afraid, it is not possible to delete or modify flyers or catalogues from the   section in   since this section ensures that   is and will always continue to be free of charge for our users. We sincerely apologize for the inconvenience this may cause for you. - Android:
You can turn off the push notifications for new offers in   by going to the settings in the   app, choosing   and then disabling offer notifications or also by going to the general settings on your phone, choosing the   ->   and then disabling the notifications for the   app there. We have decided to go with our   section instead since it can even add value to your shopping experience if your have the latest offers and discount always at your fingertips."
"Hi Chris,

Thank you so much for reaching out and taking the time to contact us about this issue! 

I am happy to let you know that   does already support the ew Tesco Clubcard. Simply scan the code on your plastic Tesco Clubcard with your phone's camera and   will generate a digital copy for you. For 2D barcodes (e.g. QR codes) the barcode in   might look slightly different but has the same information than the one on your plastic card.

In the case of Tesco it might happen that you receive a message saying that ""the card number doesn't match the usual format"". You can simply ignore this message and choose to ""Save Anyway"" to get your digital Tesco QR code saved in  . The reason for this message is that we are currently in the process of updating all default barcode formats in   and have not yet changed the default barcode type for Tesco to QR code yet. Please excuse the confusion. 

Once again, thank you for taking the time to contact us. I hope this information is helpful to you. If you have any further questions or feedback, please don't hesitate to contact me again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim",Simply scan the code on your plastic Tesco Clubcard with your phone's camera and   will generate a digital copy for you. QR codes) the barcode in   might look slightly different but has the same information than the one on your plastic card. You can simply ignore this message and choose to   to get your digital Tesco QR code saved in  . Please excuse the confusion.
"Hi   user,

Thank you so much for reaching out and taking the time to contact us about this issue! I'm very sorry to hear that! 

Unfortunately, it is very hard for us to detect the source of your problem without further information. Therefore, I would kindly ask you to tell me which device and operating system you are using our   app on. It would also be helpful to know which version of the   app you are currently running. To check your version, please go to your   settings and click on ""About"" (Android) or scroll to the end of the settings page (iOS). 

Do you remember whether your cards disappeared following an update for   or for your operating system? Moreover, have you tried restarting your device yet? This might sound trivial but oftentimes this is simply a problem with loading your cards. Therefore, a simple phone restart can already solve the issue. 

Did you by any chance use our   Backup feature prior to this incident?

Many thanks and best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","It would also be helpful to know which version of the   app you are currently running. Do you remember whether your cards disappeared following an update for   or for your operating system? To check your version, please go to your   settings and click on   (Android) or scroll to the end of the settings page (iOS). Therefore, a simple phone restart can already solve the issue."
"Hi Marcus,

Thank you so much for reaching out and taking the time to send us feedback! We really appreciate it and are happy to hear that you like our app!

We’re always trying to improve   though and would therefore like to know if there’s anything we could do in order to become a 5 star app?

Many thanks and best regards, 


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim",Thank you so much for reaching out and taking the time to send us feedback! We really appreciate it and are happy to hear that you like our app!
"Bonjour Michel,

Merci pour votre message! Malheureusement, mon français n'est pas si bon. J'espère que ça ne vous dérange pas, mais je vais devoir poursuivre en anglais :

Thanks so much for your positive feedback! We really appreciate it and are happy to hear that you like our app! We’re always trying to improve   though and would therefore like to know if there’s anything we could do in order to become a 5 star app?

Cordialement, 


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Merci pour votre message! J'espère que ça ne vous dérange pas, mais je vais devoir poursuivre en anglais :

Thanks so much for your positive feedback! We really appreciate it and are happy to hear that you like our app!"
"Bonjour Dugue,

Merci pour votre message! Malheureusement, mon français n'est pas si bon. J'espère que ça ne vous dérange pas, mais je vais devoir poursuivre en anglais :

Thank you so much for reaching out and taking the time to contact us about this issue! 

I checked our servers and it seems like you used your Gmail address dugue.servane@gmail.com via the ""Email"" login option rather than the ""Google"" login option. Your backup was last updated yesterday and currently contains 74 cards. If you want to restore this backup on another device, it is crucial that you log in via ""Email"" again and not via ""Google"". Did you try to recover your data via ""Email"" or ""Google""?

Cordialement, 


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Malheureusement, mon français n'est pas si bon. Your backup was last updated yesterday and currently contains 74 cards. If you want to restore this backup on another device, it is crucial that you log in via   again and not via  ."
"Hi Gaelah, 

Thank you so much for reaching out and taking the time to contact us about this issue!

I'm afraid, sometimes it can indeed take a few days until your points balance in   gets updated after a purchase. You can try to speed up this process by logging out of your particular card account and the logging in again, thus forcing your balance to get updated. Have you checked your points balance on the Nectar website yet? Is there a larger amount of points displayed?

In general, please make sure to wait for a visible or audible feedback from the scanning device when using your digital loyalty cards in   to ensure that the scanner picked up your card properly. For example laser or flatbed scanners still have some difficulties scanning phone displays in general. 

If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact us again. 

Best regards, 


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you so much for reaching out and taking the time to contact us about this issue! Have you checked your points balance on the Nectar website yet? In general, please make sure to wait for a visible or audible feedback from the scanning device when using your digital loyalty cards in   to ensure that the scanner picked up your card properly."
"Ciao utente di  ,

grazie per il tuo messaggio. Purtroppo non parlo l'italiano bene - so I hope it is alright with you if I answer in English instead:

Thank you so much for reaching out and taking the time to contact us about this issue! Please excuse the delayed response. 

Did I understand it correctly that all your cards in   suddenly disappeared? I'm very sorry to hear that. Could you please try to empty the   app's cache in your general system settings under ""Application Manager"" -> "" "" -> ""Storage"" -> ""Clear Cache"" and restart your device once afterwards? Hopefully this will bring back your cards already. 

If this is not the case, did you by any chance create a backup of your cards via our   Backup feature prior to this incident?
	
Grazie e tanti saluti,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","grazie per il tuo messaggio. Did I understand it correctly that all your cards in   suddenly disappeared? If this is not the case, did you by any chance create a backup of your cards via our   Backup feature prior to this incident?"
"Ciao utente di  ,

grazie per il tuo messaggio. Purtroppo non parlo l'italiano bene - so I hope it is alright with you if I answer in English instead:

Thank you so much for reaching out and taking the time to contact us about this issue! Please excuse the delayed response. 

Did I understand it correctly that all your cards in   suddenly disappeared? I'm very sorry to hear that. Could you please try to empty the   app's cache in your general system settings under ""Application Manager"" -> "" "" -> ""Storage"" -> ""Clear Cache"" and restart your device once afterwards? Hopefully this will bring back your cards already. 

If this is not the case, did you by any chance create a backup of your cards via our   Backup feature prior to this incident?
	
Grazie e tanti saluti,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","grazie per il tuo messaggio. Did I understand it correctly that all your cards in   suddenly disappeared? If this is not the case, did you by any chance create a backup of your cards via our   Backup feature prior to this incident?"
"Hi Kent,

Thank you so much for reaching out and taking the time to contact us about this issue!

I'm afraid, there is always only one copy of your cards stored in our   Cloud. This means each new backup you create with the same   Backup account will automatically overwrite your previously stored backup. Did you log into your   Backup account and created a new backup when you opened   on your old phone? Once a backup as been overwritten because a new backup was created there is no way to restore the previous backup. I sincerely apologize for the inconvenience this causes. 

However, I'm happy to inform you that we are currently working on changing and improving our entire backup system so that your cards will continuously get synchronized instead of only storing a one-time copy. Hopefully, we can offer you this improved service very soon. 

If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Did you log into your   Backup account and created a new backup when you opened   on your old phone? However, I'm happy to inform you that we are currently working on changing and improving our entire backup system so that your cards will continuously get synchronized instead of only storing a one-time copy. Hopefully, we can offer you this improved service very soon."
"Hi Melody, 

Thank you so much for reaching out and taking the time to contact us about this issue!

This indeed sounds very unusual! Unfortunately, it is very hard for me to make a valid statement about whether or not your first gym barcode was digitized properly without seeing the original card first. Do you by any chance still have the original membership card? Oftentimes these scanning issues also occur due to older scanning devices (e.g. laser scanners) still being used. Do you happen to know whether the scanner in your gym is also a laser scanner?

Many thanks and best regards, 


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim",This indeed sounds very unusual! Thank you so much for reaching out and taking the time to contact us about this issue! laser scanners) still being used.
"Hi Melody, 

Thank you so much for reaching out and taking the time to contact us about this issue!

This indeed sounds very unusual! Unfortunately, it is very hard for me to make a valid statement about whether or not your first gym barcode was digitized properly without seeing the original card first. Do you by any chance still have the original membership card? Oftentimes these scanning issues also occur due to older scanning devices (e.g. laser scanners) still being used. Do you happen to know whether the scanner in your gym is also a laser scanner?

Many thanks and best regards, 


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim",This indeed sounds very unusual! Thank you so much for reaching out and taking the time to contact us about this issue! laser scanners) still being used.
"¡Hola Carmen!

Muchas gracias por contactarnos por este asunto y enviarnos tu comentario.

¿Te podría preguntar que pasa exactamente si quieres usar   en la tienda de Día? ¿Hay problemas al escanear la tarjeta?
Los problemas de escaneo ocurren principalmente debido a tecnologías de escaneo obsoletas que todavía usan algunas tiendas. Algunos dispositivos (por ejemplo, escáneres láser o escáneres de cama plana) tienen dificultades para leer pantallas de smartphones. Esperamos poder resolver este problema pronto, y que la mayoría de las tiendas reemplacen sus escáneres obsoletos por escáneres con una nueva tecnología, basada en imágenes, en el curso de su próxima actualización del sistema cajero. Hasta entonces, sería mejor pedirle al cajero que ingrese el número de la tarjeta manualmente en estos casos para que no se pierda ningún punto o descuento de recompensa.

Mientras tanto, me disculpo sinceramente por las molestias que esto ocasiona.

Una vez más, gracias por tomarte el tiempo para contactarnos. Espero que esta información te sea útil. 
Me gustaría mucho recibir otro mensaje de tu parte en caso de que tengas otra pregunta o sugerencia para nosotros. 

Un saludo,


Solveig Miriam Brandt
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you very much for contacting us about this matter and sending us your comment. Greetings, Until then, it would be better to ask the cashier to enter the card number manually in these cases so that no reward point or discount is lost. I hope this information is useful for you."
"Guten Tag Herr Geiken,

vielen lieben Dank, dass Sie mir Ihren Screenshot erneut zugesendet haben. 

Es ist in der Tat ungewöhnlich, dass Sie diese Fehlermeldung bekommen. Auf unseren Test Geräten ist die Backup Erstellung weiterhin fehlerfrei möglich, daher handelt es sich nicht um ein allgemeines Server Problem. Ich würde Sie bitten, einmal in die allgemeinen Einstellungen Ihres Geräts zu gehen und den ""Anwendungsmanager"" zu öffnen. Suchen Sie hier bitte nach   und leeren Sie dann unter ""Speicher"" den Cache der App. Starten Sie Ihr Gerät nun bitte einmal neu. Das mag zunächst trivial klingen, jedoch kann ein Geräteneustart bei solchen Probleme häufig bereits Abhilfe schaffen. 

Haben Sie die Erstellung Ihres Backups bisher nur mit WLAN-Verbindung versucht, oder auch schon mit mobiler Datennutzung? Haben Sie die selbe oder eine andere E-Mail Adresse benutzt, bei dem Versuch einBackup über E-Mail zu nutzen?

Vielen Dank und beste Grüße, 


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you very much for sending me your screenshot again. It is indeed unusual for you to get this error message. Please restart your device once. So far, have you tried creating your backup only with a Wi-Fi connection, or even with mobile data usage?"
"Hi   user,

Thank you so much for reaching out and taking the time to contact us about this issue! 

Yes, we can delete your account. Please note that as soon as we delete your account your cards aren't saved anymore and you won't be able to retrieve them in case you reinstall the app or change your phone.

If you still want to delete it, could you please tell me how you logged into the   Backup (via Facebook, Google or mail address)?

Mail address: Please tell us which mail address you used to log in and send your reply from that mail address. 
Google: When you used your Gmail address via Google+, it makes it easier to find your account when we have your Google ID. To find it, please log into your Google account and go to your Google+ profile page. After that, the link in your browser should switch to https://plus.google.com/ followed by a 21 digit number. Please send us this number.
Facebook: If you logged in with Facebook, it makes it easier to find your account when we have your Facebook ID. To find it, please follow the steps below:

1. Please open your Facebook ""Settings"" on your computer by clicking on the little arrow symbol in the top right corner of your Facebook starting page and selecting ""Settings"". 
2. Now, please select ""Apps"" in the left column.
3. Select "" "" and scroll down to ""Get Help from App Developers"". 
4. Your user ID is displayed in the paragraph below.

Many thanks and best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Please note that as soon as we delete your account your cards aren't saved anymore and you won't be able to retrieve them in case you reinstall the app or change your phone. If you still want to delete it, could you please tell me how you logged into the   Backup (via Facebook, Google or mail address)? Please open your Facebook   on your computer by clicking on the little arrow symbol in the top right corner of your Facebook starting page and selecting  . 2. Facebook: If you logged in with Facebook, it makes it easier to find your account when we have your Facebook ID."
"Bonjour Corinne,

Merci pour votre message! Malheureusement, mon français n'est pas si bon. J'espère que ça ne vous dérange pas, mais je vais devoir poursuivre en anglais :

Thank you so much for reaching out and taking the time to contact us about this issue! 

I'm afraid, the feature to retrieve your current points balance in   is currently only available for selected cards and regions. For those cards you will find a ""Points"" tab next to your ""Card"" and ""Notes"" tab. In the case of Leclerc, the points feature is currently only available for the region France. Do you have the region France enabled and still cannot retrieve your Leclerc points balance?

In case I misunderstood you, please don't hesitate to contact me again. 

Cordialement, 


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","For those cards you will find a   tab next to your   and   tab. In the case of Leclerc, the points feature is currently only available for the region France. Do you have the region France enabled and still cannot retrieve your Leclerc points balance?"
"Bonjour Louisa,

Merci pour votre message! Malheureusement, mon français n'est pas si bon. J'espère que ça ne vous dérange pas, mais je vais devoir poursuivre en anglais :

Thank you so much for reaching out and taking the time to contact us about this issue! 

Did I understood you correctly that your cards in   just suddenly disappeared from your phone? I'm very sorry about that. Could you please try to clear the cache of the   app in your general system settings under ""Application Manager"" -> "" "" -> ""Storage"" -> ""Clear Cache"". Afterwards, please restart your phone once and let us know if your cards reappear. If this is not the case, please describe what you see on your   home screen. 
	
Cordialement, 


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim",Could you please try to clear the cache of the   app in your general system settings under   ->   ->   ->  . I'm very sorry about that. Did I understood you correctly that your cards in   just suddenly disappeared from your phone?
"Bonjour Louisa,

Merci pour votre message! Malheureusement, mon français n'est pas si bon. J'espère que ça ne vous dérange pas, mais je vais devoir poursuivre en anglais :

Thank you so much for reaching out and taking the time to contact us about this issue! 

Did I understood you correctly that your cards in   just suddenly disappeared from your phone? I'm very sorry about that. Could you please try to clear the cache of the   app in your general system settings under ""Application Manager"" -> "" "" -> ""Storage"" -> ""Clear Cache"". Afterwards, please restart your phone once and let us know if your cards reappear. If this is not the case, please describe what you see on your   home screen. 
	
Cordialement, 


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim",Could you please try to clear the cache of the   app in your general system settings under   ->   ->   ->  . I'm very sorry about that. Did I understood you correctly that your cards in   just suddenly disappeared from your phone?
"Bonjour utilisateur de  ,

Merci pour votre message! Malheureusement, mon français n'est pas si bon. J'espère que ça ne vous dérange pas, mais je vais devoir poursuivre en anglais :

Thank you so much for reaching out and taking the time to contact us about this issue! 

May I ask for which specific card your points balance does not update any longer? I will then check whether there is a problem with the particular card provider at the moment. 

Cordialement, 


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you for your message! I hope you do not mind, but I will have to continue in English:

Thank you so much for reaching out and getting in touch with us about this issue! May I ask for your specificity?"
"Hi again, 

Thank you so much for reaching out and taking the time to contact us about this issue!

I'm afraid, sometimes it can take a few days until your points balance in   gets updated after a purchase. Therefore, I would kindly ask you to log out of your Leclerc card account in   and the log in again, thus forcing your balance to get updated. 

Hopefully this will already fix the problem but in case it does not, please don't hesitate to contact us again. 

Many thanks and best regards, 


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you so much for reaching out and taking the time to contact us about this issue! I'm afraid, sometimes it can take a few days until your points balance in   gets updated after a purchase."
"Hi again, 

Thank you so much for reaching out and taking the time to contact us about this issue!

I'm afraid, sometimes it can take a few days until your points balance in   gets updated after a purchase. Therefore, I would kindly ask you to log out of your Leclerc card account in   and the log in again, thus forcing your balance to get updated. 

Hopefully this will already fix the problem but in case it does not, please don't hesitate to contact us again. 

Many thanks and best regards, 


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you so much for reaching out and taking the time to contact us about this issue! I'm afraid, sometimes it can take a few days until your points balance in   gets updated after a purchase."
