,Information,clean_information,signature,email_body,salutation
221,"Hi James,

Thank you so much for reaching out and taking the time to send us feedback! It is very much appreciated! 

Usually, the notification alert on the   app icon indicates that there are new flyers or catalogues available in your ""Offers"" section in   and should clear as soon as all notifications that are tagged as ""New"" have been opened once. Unfortunately, the notification alert on the   app icon not disappearing even though all new offers in   have already been opened seems to be a bug on very few devices at the moment. I can assure you that our developers are already aware of the problem and try to solve it as soon as possible. 

Alternatively, you can also disable the notification badge completely in your general system settings under ""Notifications"" -> "" "" -> ""Badge App Icon"". 

In the meantime, we sincerely apologize for the inconvenience this causes and hope that you can use   in its full functionality again soon. 

If you have any further questions, suggestions or feedback, please don't hesitate to contact me again. 

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Hi James,

Thank you so much for reaching out and taking the time to send us feedback! It is very much appreciated! 

Usually, the notification alert on the   app icon indicates that there are new flyers or catalogues available in your ""Offers"" section in   and should clear as soon as all notifications that are tagged as ""New"" have been opened once. Unfortunately, the notification alert on the   app icon not disappearing even though all new offers in   have already been opened seems to be a bug on very few devices at the moment. I can assure you that our developers are already aware of the problem and try to solve it as soon as possible. 

Alternatively, you can also disable the notification badge completely in your general system settings under ""Notifications"" -> "" "" -> ""Badge App Icon"". 

In the meantime, we sincerely apologize for the inconvenience this causes and hope that you can use   in its full functionality again soon. 

If you have any further questions, suggestions or feedback, please don't hesitate to contact me again.","Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you so much for reaching out and taking the time to send us feedback! It is very much appreciated! 

Usually, the notification alert on the   app icon indicates that there are new flyers or catalogues available in your   section in   and should clear as soon as all notifications that are tagged as   have been opened once. Unfortunately, the notification alert on the   app icon not disappearing even though all new offers in   have already been opened seems to be a bug on very few devices at the moment. I can assure you that our developers are already aware of the problem and try to solve it as soon as possible. 

Alternatively, you can also disable the notification badge completely in your general system settings under   ->   ->  . 

In the meantime, we sincerely apologize for the inconvenience this causes and hope that you can use   in its full functionality again soon. 

If you have any further questions, suggestions or feedback, please don't hesitate to contact me again.","Hi James,"
222,"Hi Nick,

Thank you so much for reaching out and taking the time to contact us about this issue! I'm happy to help you with this! 

I assume when you go to the   Backup section and choose to log in via Google now,   automatically tries to connect with the Google account you entered the first time but it doesn't work because the password was incorrect? I'm afraid, in order to be able to enter your Google account and password again it is necessary to temporarily log out of your Google account on all other apps on your phone (e.g. your mailing client, Google calendar, Youtube, etc.). Otherwise,   will detect that you use this Google account in other apps and automatically try to connect without giving you the option to enter your password again. However, once you're logged out you will be able to enter everything again. Please excuse the inconvenience. 

I hope this information is helpful to you. If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Hi Nick,

Thank you so much for reaching out and taking the time to contact us about this issue! I'm happy to help you with this! 

I assume when you go to the   Backup section and choose to log in via Google now,   automatically tries to connect with the Google account you entered the first time but it doesn't work because the password was incorrect? I'm afraid, in order to be able to enter your Google account and password again it is necessary to temporarily log out of your Google account on all other apps on your phone (e.g. your mailing client, Google calendar, Youtube, etc.). Otherwise,   will detect that you use this Google account in other apps and automatically try to connect without giving you the option to enter your password again. However, once you're logged out you will be able to enter everything again. Please excuse the inconvenience. 

I hope this information is helpful to you. If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again.","Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you so much for reaching out and taking the time to contact us about this issue! I'm happy to help you with this! 

I assume when you go to the   Backup section and choose to log in via Google now,   automatically tries to connect with the Google account you entered the first time but it doesn't work because the password was incorrect? I'm afraid, in order to be able to enter your Google account and password again it is necessary to temporarily log out of your Google account on all other apps on your phone (e.g. your mailing client, Google calendar, Youtube, etc.). Otherwise,   will detect that you use this Google account in other apps and automatically try to connect without giving you the option to enter your password again. However, once you're logged out you will be able to enter everything again. Please excuse the inconvenience. 

I hope this information is helpful to you. If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again.","Hi Nick,"
223,"Hi Mrs. Horn,

Thank you so much for reaching out and taking the time to contact us!

Did I understand it correctly that you have a store and would like us to add your loyalty card to  ? If this is the case, I would kindly ask you to contact my colleagues via business@ app.com and they will be happy to give you some further details on the process. 

In case I misunderstood your request, please don't hesitate to contact me again.

Have a nice day


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Hi Mrs. Horn,

Thank you so much for reaching out and taking the time to contact us!

Did I understand it correctly that you have a store and would like us to add your loyalty card to  ? If this is the case, I would kindly ask you to contact my colleagues via business@ app.com and they will be happy to give you some further details on the process. 

In case I misunderstood your request, please don't hesitate to contact me again.","Have a nice day


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you so much for reaching out and taking the time to contact us!

Did I understand it correctly that you have a store and would like us to add your loyalty card to  ? If this is the case, I would kindly ask you to contact my colleagues via business@ app.com and they will be happy to give you some further details on the process. 

In case I misunderstood your request, please don't hesitate to contact me again.","Hi Mrs. Horn,"
224,"Ciao Simone,

Grazie mille per aver trovato il tempo per mettervi in contatto con noi per questo problema! Purtroppo non parlo l'italiano, quindi spero vada bene lo stesso se rispondo in inglese:

Thank you so much for reaching out and taking the time to contact us about this issue!

I'm afraid, the login on our website is for support purposes only and unrelated to the   Backup. You can only access your   Backup account via our Android or iOS app. Usually, you would simply log into your account and choose to ""Restore old Backup"". In case you need further assistance with this feature, I'd be happy to hear from you again. 

Se doveste avere ulteriori domande, proposte per miglioramenti o commenti generali, non esitate a contattarmi di nuovo.

Tanti saluti,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Ciao Simone,

Grazie mille per aver trovato il tempo per mettervi in contatto con noi per questo problema! Purtroppo non parlo l'italiano, quindi spero vada bene lo stesso se rispondo in inglese:

Thank you so much for reaching out and taking the time to contact us about this issue!

I'm afraid, the login on our website is for support purposes only and unrelated to the   Backup. You can only access your   Backup account via our Android or iOS app. Usually, you would simply log into your account and choose to ""Restore old Backup"". In case you need further assistance with this feature, I'd be happy to hear from you again. 

Se doveste avere ulteriori domande, proposte per miglioramenti o commenti generali, non esitate a contattarmi di nuovo.","Tanti saluti,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you so much for taking the time to contact us for this problem! Unfortunately I don't speak Italian, so I hope it goes well if I answer in English:

This issue! Thank you very much for taking the time to contact us.

I'm afraid, the login on our website is for support purposes only and unrelated to the Backup. You can only access your Backup account via our Android or iOS app. Usually, you would simply log into your account and choose. In case you need further assistance with this feature, I'd be happy to hear from you again.

If you have further questions, suggestions for improvements or general comments, do not hesitate to contact me again.","Ciao Simone,"
225,"Hi Rodrigo,

Thank you so much for reaching out and taking the time to contact us about this issue! 

I will try my best to help you with this! What feature in   is your question about?

Best regards, Isabelle (Customer Support)","Hi Rodrigo,

Thank you so much for reaching out and taking the time to contact us about this issue! 

I will try my best to help you with this! What feature in   is your question about?","Best regards, Isabelle (Customer Support)","Thank you so much for reaching out and taking the time to contact us about this issue! 

I will try my best to help you with this! What feature in   is your question about?","Hi Rodrigo,"
226,"Hi Rodrigo,

I already had the chance to talk to one of our iOS developers about your question and I'm afraid, we currently don't offer such a feature in  . I sincerely apologize for the inconvenience this causes. 

If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again.

Best regards, Isabelle","Hi Rodrigo,

I already had the chance to talk to one of our iOS developers about your question and I'm afraid, we currently don't offer such a feature in  . I sincerely apologize for the inconvenience this causes. 

If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again.

 ",,"I already had the chance to talk to one of our iOS developers about your question and I'm afraid, we currently don't offer such a feature in  . I sincerely apologize for the inconvenience this causes. 

If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again.","Hi Rodrigo,"
227,"Hi Jo,

Thank you so much for reaching out and taking the time to send us feedback! It is very much appreciated! 

Unfortunately, these scanning issues mostly occur due to older scanning technologies still used by some stores. Some devices (e.g. laser scanners or flatbed scanners) have difficulties reading smartphone displays. We hope to be able to solve this problem soon though as most stores will hopefully replace these scanning devices with newer image-based scanners in the course of their next cash system update. Until then, you can always ask the store staff to type in the card number manually in these cases so that you don't miss out on any rewards points or discounts. 

In the meantime, I sincerely apologize for the inconvenience this causes.  

Once again, thank you for taking the time to contact us about this issue. If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact us again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Hi Jo,

Thank you so much for reaching out and taking the time to send us feedback! It is very much appreciated! 

Unfortunately, these scanning issues mostly occur due to older scanning technologies still used by some stores. Some devices (e.g. laser scanners or flatbed scanners) have difficulties reading smartphone displays. We hope to be able to solve this problem soon though as most stores will hopefully replace these scanning devices with newer image-based scanners in the course of their next cash system update. Until then, you can always ask the store staff to type in the card number manually in these cases so that you don't miss out on any rewards points or discounts. 

In the meantime, I sincerely apologize for the inconvenience this causes.  

Once again, thank you for taking the time to contact us about this issue. If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact us again.","Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you so much for reaching out and taking the time to send us feedback! It is very much appreciated! 

Unfortunately, these scanning issues mostly occur due to older scanning technologies still used by some stores. Some devices (e.g. laser scanners or flatbed scanners) have difficulties reading smartphone displays. We hope to be able to solve this problem soon though as most stores will hopefully replace these scanning devices with newer image-based scanners in the course of their next cash system update. Until then, you can always ask the store staff to type in the card number manually in these cases so that you don't miss out on any rewards points or discounts. 

In the meantime, I sincerely apologize for the inconvenience this causes.  

Once again, thank you for taking the time to contact us about this issue. If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact us again.","Hi Jo,"
228,"Witaj, Jola!

Dziękujemy bardzo za skontaktowanie się z nami! Naprawdę jesteśmy Ci wdzięczni za poświęcenie nam swojego czasu na przesłanie opinii i cieszymy się, że lubisz naszą aplikację  . 

Prosimy o życzliwe informowanie znajomych o usłudze   czy wsparcie nas za pomocą oceny naszej aplikacji również w sklepie App Store!

Z poważaniem 


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Witaj, Jola!

Dziękujemy bardzo za skontaktowanie się z nami! Naprawdę jesteśmy Ci wdzięczni za poświęcenie nam swojego czasu na przesłanie opinii i cieszymy się, że lubisz naszą aplikację  . 

Prosimy o życzliwe informowanie znajomych o usłudze   czy wsparcie nas za pomocą oceny naszej aplikacji również w sklepie App Store!

Z poważaniem","Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you very much for contacting us! We are really grateful for your time to send us your feedback and we are happy that you like our application.

Please kindly inform your friends about the service or support us by evaluating our application also in the App Store!

Sincerely","Witaj, Jola!"
229,"Hi Barbara,

Thank you so much for reaching out and giving us this valuable information regarding  's acceptance in the UK!

Unfortunately, it sometimes happens that retailers decide to refuse   in order to push their own loyalty card applications. At   we believe that the customers should have the possibility to decide for themselves if they want to download several applications for all stores they like to shop at or if they prefer to have all their cards stored in one application like  . 

Therefore, we will definitely further investigate this issue and try to increase the acceptance of digital loyalty cards via   at the Boots stores in the future. In the meantime, we sincerely apologize for the inconvenience this might have caused. 

Once again, thank you for bringing this incident to our attention. If you have any further questions or feedback, please do not hesitate to contact us again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Hi Barbara,

Thank you so much for reaching out and giving us this valuable information regarding  's acceptance in the UK!

Unfortunately, it sometimes happens that retailers decide to refuse   in order to push their own loyalty card applications. At   we believe that the customers should have the possibility to decide for themselves if they want to download several applications for all stores they like to shop at or if they prefer to have all their cards stored in one application like  . 

Therefore, we will definitely further investigate this issue and try to increase the acceptance of digital loyalty cards via   at the Boots stores in the future. In the meantime, we sincerely apologize for the inconvenience this might have caused. 

Once again, thank you for bringing this incident to our attention. If you have any further questions or feedback, please do not hesitate to contact us again.","Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you so much for reaching out and giving us this valuable information regarding  's acceptance in the UK!

Unfortunately, it sometimes happens that retailers decide to refuse   in order to push their own loyalty card applications. At   we believe that the customers should have the possibility to decide for themselves if they want to download several applications for all stores they like to shop at or if they prefer to have all their cards stored in one application like  . 

Therefore, we will definitely further investigate this issue and try to increase the acceptance of digital loyalty cards via   at the Boots stores in the future. In the meantime, we sincerely apologize for the inconvenience this might have caused. 

Once again, thank you for bringing this incident to our attention. If you have any further questions or feedback, please do not hesitate to contact us again.","Hi Barbara,"
230,"Bonjour Veronique,

Merci pour votre message. 

Les flyers ou les catalogues qui s'affichent dans votre section ""Offres"" dans   dépendent des cartes que vous avez ajoutées, ainsi que des régions que vous avez activées dans vos configurations  . Malheureusement, tous les fournisseurs de carte n'affichent pas régulièrement leurs flyers ou leurs catalogues. En outre, certains fournisseurs de cartes ne souhaitent pas montrer leurs catalogues du tout dans  . C'est pourquoi il est possible que vous ne receviez pas des offres pour toutes les cartes ajoutées dans  . Par ailleurs, certains fournisseurs de carte décident de rendre leurs catalogues disponibles pour une région entière plutôt qu'uniquement à leurs détenteurs de carte de fidélité respectifs. C'est pourquoi vous pouvez voir des offres de cartes que vous n'avez pas ajoutées. Nous sommes sincèrement désolés pour les éventuels inconvénients engendrés par cela. 

N’hésitez pas à nous recontacter pour toutes questions ou commentaires!

En attendant je vous souhaite une merveilleuse journée.


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Bonjour Veronique,

Merci pour votre message. 

Les flyers ou les catalogues qui s'affichent dans votre section ""Offres"" dans   dépendent des cartes que vous avez ajoutées, ainsi que des régions que vous avez activées dans vos configurations  . Malheureusement, tous les fournisseurs de carte n'affichent pas régulièrement leurs flyers ou leurs catalogues. En outre, certains fournisseurs de cartes ne souhaitent pas montrer leurs catalogues du tout dans  . C'est pourquoi il est possible que vous ne receviez pas des offres pour toutes les cartes ajoutées dans  . Par ailleurs, certains fournisseurs de carte décident de rendre leurs catalogues disponibles pour une région entière plutôt qu'uniquement à leurs détenteurs de carte de fidélité respectifs. C'est pourquoi vous pouvez voir des offres de cartes que vous n'avez pas ajoutées. Nous sommes sincèrement désolés pour les éventuels inconvénients engendrés par cela. 

N’hésitez pas à nous recontacter pour toutes questions ou commentaires!

En attendant je vous souhaite une merveilleuse journée.","Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you for your message.

The flyers or catalogs that appear in your section depend on the maps you have added, as well as the regions you have enabled in your configurations. Unfortunately, not all card providers regularly display their flyers or catalogs. In addition, some card providers do not wish to show their catalogs at all in. This is why you may not receive offers for all cards added in. In addition, some card providers decide to make their catalogs available for an entire region rather than only to their respective loyalty card holders. That's why you can see card offers that you have not added. We are sincerely sorry for the possible inconveniences caused by this.

Do not hesitate to contact us for any questions or comments!

In the meantime, I wish you a wonderful day.","Bonjour Veronique,"
231,"Hi   user,

Thank you so much for reaching out and taking the time to contact us about this issue! I'm sorry to hear that!

Are you using   on an Android or iOS device? The ""  Lock"" on Android devices secures your cards in   with your device credentials. This means the pin code you use to access your phone from the lock screen will also be the pin code needed in order to access your   app. 

If you are using   on an iOS device things are a little bit different. Is it not possible to access the app via Touch ID instead? If you can access   via Touch ID you can simply open your settings in  , go to ""Additional Settings"" and disable the ""Lock with Touch ID"" feature. If you then enable it again you will be asked to choose a new pin code as a backup option for cases when Touch ID doesn't work properly.

If your Touch ID is not working properly and you cannot remember your pin it is still possible to disable the ""Lock with Touch ID"" feature. However, it will be a little bit more complicated. I will explain the procedure to you step by step:

1) Please disable all password protection as well as Touch ID temporarily in your general iPhone system settings.
2) Since both Touch ID and password protection are disabled now, you should be able to access  . However, the ""Lock with Touch ID"" feature will not be available in your   settings since Touch ID is disabled on your phone at the moment. Nevertheless, please open your   settings and leave the app opened in the background.
3) Now, go back to your general iPhone settings and enable your Touch ID and password protection again.
4) Immediately go back to your   settings. Since you left it open in the background it should not ask you for a pin code. Now you can disable the ""Lock with Touch ID"" feature und enable it again to choose another pin code.

I hope I was able to help you with your problem. If you have any further questions or feedback, please don't hesitate to contact me again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Hi   user,

Thank you so much for reaching out and taking the time to contact us about this issue! I'm sorry to hear that!

Are you using   on an Android or iOS device? The ""  Lock"" on Android devices secures your cards in   with your device credentials. This means the pin code you use to access your phone from the lock screen will also be the pin code needed in order to access your   app. 

If you are using   on an iOS device things are a little bit different. Is it not possible to access the app via Touch ID instead? If you can access   via Touch ID you can simply open your settings in  , go to ""Additional Settings"" and disable the ""Lock with Touch ID"" feature. If you then enable it again you will be asked to choose a new pin code as a backup option for cases when Touch ID doesn't work properly.

If your Touch ID is not working properly and you cannot remember your pin it is still possible to disable the ""Lock with Touch ID"" feature. However, it will be a little bit more complicated. I will explain the procedure to you step by step:

1) Please disable all password protection as well as Touch ID temporarily in your general iPhone system settings.
2) Since both Touch ID and password protection are disabled now, you should be able to access  . However, the ""Lock with Touch ID"" feature will not be available in your   settings since Touch ID is disabled on your phone at the moment. Nevertheless, please open your   settings and leave the app opened in the background.
3) Now, go back to your general iPhone settings and enable your Touch ID and password protection again.
4) Immediately go back to your   settings. Since you left it open in the background it should not ask you for a pin code. Now you can disable the ""Lock with Touch ID"" feature und enable it again to choose another pin code.

I hope I was able to help you with your problem. If you have any further questions or feedback, please don't hesitate to contact me again.","Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you so much for reaching out and taking the time to contact us about this issue! I'm sorry to hear that!

Are you using   on an Android or iOS device? The   on Android devices secures your cards in   with your device credentials. This means the pin code you use to access your phone from the lock screen will also be the pin code needed in order to access your   app. 

If you are using   on an iOS device things are a little bit different. Is it not possible to access the app via Touch ID instead? If you can access   via Touch ID you can simply open your settings in  , go to   and disable the   feature. If you then enable it again you will be asked to choose a new pin code as a backup option for cases when Touch ID doesn't work properly.

If your Touch ID is not working properly and you cannot remember your pin it is still possible to disable the   feature. However, it will be a little bit more complicated. I will explain the procedure to you step by step:

1) Please disable all password protection as well as Touch ID temporarily in your general iPhone system settings.
2) Since both Touch ID and password protection are disabled now, you should be able to access  . However, the   feature will not be available in your   settings since Touch ID is disabled on your phone at the moment. Nevertheless, please open your   settings and leave the app opened in the background.
3) Now, go back to your general iPhone settings and enable your Touch ID and password protection again.
4) Immediately go back to your   settings. Since you left it open in the background it should not ask you for a pin code. Now you can disable the   feature und enable it again to choose another pin code.

I hope I was able to help you with your problem. If you have any further questions or feedback, please don't hesitate to contact me again.","Hi   user,"
232,"Hi Greta,

Thank you so much for reaching out and taking the time to contact us about this issue! I'm sorry to hear that!

Is it not possible to access the app via Touch ID instead? If you can access   via Touch ID you can simply open your settings in  , go to ""Additional Settings"" and disable the ""Lock with Touch ID"" feature. If you then enable it again you will be asked to choose a new pin code as a backup option for cases when Touch ID doesn't work properly.

If your Touch ID is not working properly and you cannot remember your pin it is still possible to disable the ""Lock with Touch ID"" feature. However, it will be a little bit more complicated. I will explain the procedure to you step by step:

1) Please disable all password protection as well as Touch ID temporarily in your general iPhone system settings.
2) Since both Touch ID and password protection are disabled now, you should be able to access  . However, the ""Lock with Touch ID"" feature will not be available in your   settings since Touch ID is disabled on your phone at the moment. Nevertheless, please open your   settings and leave the app opened in the background.
3) Now, go back to your general iPhone settings and enable your Touch ID and password protection again.
4) Immediately go back to your   settings. Since you left it open in the background it should not ask you for a pin code. Now you can disable the ""Lock with Touch ID"" feature und enable it again to choose another pin code.

I hope I was able to help you with your problem. If you have any further questions or feedback, please don't hesitate to contact me again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Hi Greta,

Thank you so much for reaching out and taking the time to contact us about this issue! I'm sorry to hear that!

Is it not possible to access the app via Touch ID instead? If you can access   via Touch ID you can simply open your settings in  , go to ""Additional Settings"" and disable the ""Lock with Touch ID"" feature. If you then enable it again you will be asked to choose a new pin code as a backup option for cases when Touch ID doesn't work properly.

If your Touch ID is not working properly and you cannot remember your pin it is still possible to disable the ""Lock with Touch ID"" feature. However, it will be a little bit more complicated. I will explain the procedure to you step by step:

1) Please disable all password protection as well as Touch ID temporarily in your general iPhone system settings.
2) Since both Touch ID and password protection are disabled now, you should be able to access  . However, the ""Lock with Touch ID"" feature will not be available in your   settings since Touch ID is disabled on your phone at the moment. Nevertheless, please open your   settings and leave the app opened in the background.
3) Now, go back to your general iPhone settings and enable your Touch ID and password protection again.
4) Immediately go back to your   settings. Since you left it open in the background it should not ask you for a pin code. Now you can disable the ""Lock with Touch ID"" feature und enable it again to choose another pin code.

I hope I was able to help you with your problem. If you have any further questions or feedback, please don't hesitate to contact me again.","Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you so much for reaching out and taking the time to contact us about this issue! I'm sorry to hear that!

Is it not possible to access the app via Touch ID instead? If you can access   via Touch ID you can simply open your settings in  , go to   and disable the   feature. If you then enable it again you will be asked to choose a new pin code as a backup option for cases when Touch ID doesn't work properly.

If your Touch ID is not working properly and you cannot remember your pin it is still possible to disable the   feature. However, it will be a little bit more complicated. I will explain the procedure to you step by step:

1) Please disable all password protection as well as Touch ID temporarily in your general iPhone system settings.
2) Since both Touch ID and password protection are disabled now, you should be able to access  . However, the   feature will not be available in your   settings since Touch ID is disabled on your phone at the moment. Nevertheless, please open your   settings and leave the app opened in the background.
3) Now, go back to your general iPhone settings and enable your Touch ID and password protection again.
4) Immediately go back to your   settings. Since you left it open in the background it should not ask you for a pin code. Now you can disable the   feature und enable it again to choose another pin code.

I hope I was able to help you with your problem. If you have any further questions or feedback, please don't hesitate to contact me again.","Hi Greta,"
233,"Hi   user,

Thank you so much for reaching out and taking the time to send us feedback! It is very much appreciated and we are happy to hear that we could free your wallet from card clutter!

In general, which flyers or catalogues you get displayed in your ""Offers"" section in   depends on the cards you have added, as well as the regions you have enabled in your   settings. Unfortunately, not all card providers decide to display their flyers or catalogues regularly. Moreover, some card providers don't want to show their catalogues in   at all. This is why it is possible that you don't receive offers for all of your added cards in  . On the other hand, some card providers decide to make their catalogues available to an entire region instead of only to their respective loyalty card holders. This is why you might see some offers for cards you don't have added. 

We take the feedback from our users very seriously and therefore sincerely apologize for the inconvenience this may cause. We will definitely try to improve our ""Offers"" section in the future. 

If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Hi   user,

Thank you so much for reaching out and taking the time to send us feedback! It is very much appreciated and we are happy to hear that we could free your wallet from card clutter!

In general, which flyers or catalogues you get displayed in your ""Offers"" section in   depends on the cards you have added, as well as the regions you have enabled in your   settings. Unfortunately, not all card providers decide to display their flyers or catalogues regularly. Moreover, some card providers don't want to show their catalogues in   at all. This is why it is possible that you don't receive offers for all of your added cards in  . On the other hand, some card providers decide to make their catalogues available to an entire region instead of only to their respective loyalty card holders. This is why you might see some offers for cards you don't have added. 

We take the feedback from our users very seriously and therefore sincerely apologize for the inconvenience this may cause. We will definitely try to improve our ""Offers"" section in the future. 

If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again.","Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you so much for reaching out and taking the time to send us feedback! It is very much appreciated and we are happy to hear that we could free your wallet from card clutter!

In general, which flyers or catalogues you get displayed in your   section in   depends on the cards you have added, as well as the regions you have enabled in your   settings. Unfortunately, not all card providers decide to display their flyers or catalogues regularly. Moreover, some card providers don't want to show their catalogues in   at all. This is why it is possible that you don't receive offers for all of your added cards in  . On the other hand, some card providers decide to make their catalogues available to an entire region instead of only to their respective loyalty card holders. This is why you might see some offers for cards you don't have added. 

We take the feedback from our users very seriously and therefore sincerely apologize for the inconvenience this may cause. We will definitely try to improve our   section in the future. 

If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again.","Hi   user,"
234,"Bonjour Virginie,

Merci pour votre message. 

Les flyers ou les catalogues qui s'affichent dans votre section ""Offres"" dans   dépendent des cartes que vous avez ajoutées, ainsi que des régions que vous avez activées dans vos configurations  . Malheureusement, tous les fournisseurs de carte n'affichent pas régulièrement leurs flyers ou leurs catalogues. En outre, certains fournisseurs de cartes ne souhaitent pas montrer leurs catalogues du tout dans  . C'est pourquoi il est possible que vous ne receviez pas des offres pour toutes les cartes ajoutées dans  . Par ailleurs, certains fournisseurs de carte décident de rendre leurs catalogues disponibles pour une région entière plutôt qu'uniquement à leurs détenteurs de carte de fidélité respectifs. C'est pourquoi vous pouvez voir des offres de cartes que vous n'avez pas ajoutées. Nous sommes sincèrement désolés pour les éventuels inconvénients engendrés par cela. 

N’hésitez pas à nous recontacter pour toutes questions ou commentaires!

En attendant je vous souhaite une merveilleuse journée.


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Bonjour Virginie,

Merci pour votre message. 

Les flyers ou les catalogues qui s'affichent dans votre section ""Offres"" dans   dépendent des cartes que vous avez ajoutées, ainsi que des régions que vous avez activées dans vos configurations  . Malheureusement, tous les fournisseurs de carte n'affichent pas régulièrement leurs flyers ou leurs catalogues. En outre, certains fournisseurs de cartes ne souhaitent pas montrer leurs catalogues du tout dans  . C'est pourquoi il est possible que vous ne receviez pas des offres pour toutes les cartes ajoutées dans  . Par ailleurs, certains fournisseurs de carte décident de rendre leurs catalogues disponibles pour une région entière plutôt qu'uniquement à leurs détenteurs de carte de fidélité respectifs. C'est pourquoi vous pouvez voir des offres de cartes que vous n'avez pas ajoutées. Nous sommes sincèrement désolés pour les éventuels inconvénients engendrés par cela. 

N’hésitez pas à nous recontacter pour toutes questions ou commentaires!

En attendant je vous souhaite une merveilleuse journée.","Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you for your message.

The flyers or catalogs that appear in your section depend on the maps you have added, as well as the regions you have enabled in your configurations. Unfortunately, not all card providers regularly display their flyers or catalogs. In addition, some card providers do not wish to show their catalogs at all in. This is why you may not receive offers for all cards added in. In addition, some card providers decide to make their catalogs available for an entire region rather than only to their respective loyalty card holders. That's why you can see card offers that you have not added. We are sincerely sorry for the possible inconveniences caused by this.

Do not hesitate to contact us for any questions or comments!

In the meantime, I wish you a wonderful day.","Bonjour Virginie,"
